SAMPLE_NUMBER,LOGIN_DATE,ANALYSIS,ASSIGNED_OPERATOR,SAMPLING_POINT,REPORTED_NAME,REPORTED_UNITS,ENTRY
6381706,9/07/2014 8:47,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6381749,9/07/2014 9:00,DIET020393,KLU,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.16
6391359,11/07/2014 15:37,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.42
6381706,9/07/2014 8:47,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6374361,6/07/2014 8:54,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.05
6440459,30/07/2014 10:35,DIET020393,KLU,SRM55N,Dietary Fibre (AOAC),PCT_M-M,14.98
6361643,1/07/2014 19:28,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,14.97
6361636,1/07/2014 19:21,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,14.33
6586395,14/09/2014 8:41,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.22
6349668,27/06/2014 9:48,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6349668,27/06/2014 9:48,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6349668,27/06/2014 9:48,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6349668,27/06/2014 9:48,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6349668,27/06/2014 9:48,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6349668,27/06/2014 9:48,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6349668,27/06/2014 9:48,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6349611,27/06/2014 9:36,DIET020393,HRAMADAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.57
6215093,14/05/2014 14:00,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.05
6204640,11/05/2014 9:14,DIET020393,FNUNES,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.11
6167815,29/04/2014 14:04,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.99
6117600,10/04/2014 9:56,DIET020393,HRAMADAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.85
6114106,9/04/2014 10:51,DIET020393,FNUNES,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.61
6091414,1/04/2014 14:17,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.54
5984911,24/02/2014 14:59,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.4
5935361,7/02/2014 13:31,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.45
6106861,7/04/2014 9:35,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6106861,7/04/2014 9:35,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6106861,7/04/2014 9:35,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6106861,7/04/2014 9:35,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6429749,26/07/2014 7:39,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,14.93
6652943,3/10/2014 13:33,DIET020393,JDSOUZA,SRM55N,Dietary Fibre - Insoluble,,
6652943,3/10/2014 13:33,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),,
6889827,10/12/2014 15:42,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6889827,10/12/2014 15:42,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6889827,10/12/2014 15:42,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6889834,10/12/2014 15:43,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.23
6681673,13/10/2014 8:52,DIET020393,BTAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.51
6889827,10/12/2014 15:42,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6433250,28/07/2014 10:36,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.5
6573591,10/09/2014 13:25,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.86
6576792,11/09/2014 11:06,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.02
6589510,15/09/2014 14:04,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.83
6589567,15/09/2014 14:08,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6589567,15/09/2014 14:08,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6589567,15/09/2014 14:08,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6589567,15/09/2014 14:08,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6589567,15/09/2014 14:08,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6589567,15/09/2014 14:08,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6589567,15/09/2014 14:08,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6813097,19/11/2014 14:29,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.8
6889827,10/12/2014 15:42,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6889827,10/12/2014 15:42,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6889827,10/12/2014 15:42,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6603750,19/09/2014 9:53,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.1
6652943,3/10/2014 13:33,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),,
6652943,3/10/2014 13:33,DIET020393,JDSOUZA,SRM55N,Dietary Fibre - Soluble,,
6652943,3/10/2014 13:33,DIET020393,JDSOUZA,SRM55N,Dietary Fibre - Insoluble,,
6652943,3/10/2014 13:33,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),,
6652943,3/10/2014 13:33,DIET020393,JDSOUZA,SRM55N,Dietary Fibre - Soluble,,
6753158,1/11/2014 9:42,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.38
6923594,19/12/2014 14:29,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.97
6924337,19/12/2014 16:09,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.54
6724705,24/10/2014 10:16,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.73
6728674,25/10/2014 8:27,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.2
6865089,3/12/2014 16:13,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.23
6869151,4/12/2014 15:28,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.16
6899835,13/12/2014 8:54,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.11
6889114,10/12/2014 13:25,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.2
6963143,6/01/2015 10:40,DIET020393,BJLEE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.25
7002026,18/01/2015 8:40,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.61
7043406,31/01/2015 8:32,DIET020393,KLU,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.95
5844376,8/01/2014 17:35,DIET020393,BBOYCE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.78
5949391,12/02/2014 14:45,DIET020393,LGONG,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.24
6005709,3/03/2014 14:36,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6005709,3/03/2014 14:36,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6005709,3/03/2014 14:36,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6005709,3/03/2014 14:36,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6005709,3/03/2014 14:36,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6005709,3/03/2014 14:36,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6005709,3/03/2014 14:36,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6048604,18/03/2014 10:52,DIET020393,FNUNES,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.39
6051905,19/03/2014 8:51,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6183533,5/05/2014 7:47,DIET020393,BTAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.96
6268731,31/05/2014 7:45,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.2
6270471,1/06/2014 9:04,DIET020393,HRAMADAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,15.22
6328295,20/06/2014 7:57,DIET020393,KLU,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.9
6333750,22/06/2014 9:09,DIET020393,HRAMADAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.89
6338621,24/06/2014 10:31,DIET020393,MHO,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.23
6340302,24/06/2014 15:14,DIET020393,MHO,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.63
6361651,1/07/2014 19:34,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.09
6375559,7/07/2014 9:11,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6375559,7/07/2014 9:11,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6375559,7/07/2014 9:11,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6375559,7/07/2014 9:11,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6375559,7/07/2014 9:11,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6375559,7/07/2014 9:11,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6375559,7/07/2014 9:11,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6410460,19/07/2014 8:39,DIET020393,KLU,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15
6414131,21/07/2014 13:34,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,14.36
5902638,28/01/2014 13:46,DIET020393,LGONG,SRM55M,Dietary Fibre (AOAC),PCT_M-M,15.02
6423530,24/07/2014 11:05,DIET020393,LLE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.63
6318110,17/06/2014 15:03,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6318110,17/06/2014 15:03,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6474461,11/08/2014 11:49,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6474461,11/08/2014 11:49,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6474461,11/08/2014 11:49,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6474461,11/08/2014 11:49,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6474461,11/08/2014 11:49,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6474461,11/08/2014 11:49,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6474461,11/08/2014 11:49,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6537374,29/08/2014 13:06,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.96
6611135,22/09/2014 10:25,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.11
6652958,3/10/2014 13:35,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6652958,3/10/2014 13:35,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6652958,3/10/2014 13:35,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6652958,3/10/2014 13:35,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6652958,3/10/2014 13:35,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6652958,3/10/2014 13:35,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6652958,3/10/2014 13:35,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6655157,4/10/2014 9:37,DIET020393,KLU,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.49
6774753,8/11/2014 8:46,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.2
6318110,17/06/2014 15:03,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6318110,17/06/2014 15:03,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6318110,17/06/2014 15:03,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6318110,17/06/2014 15:03,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6318110,17/06/2014 15:03,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6293765,10/06/2014 8:50,DIET020393,KLU,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.89
6051905,19/03/2014 8:51,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6051905,19/03/2014 8:51,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6051905,19/03/2014 8:51,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6051905,19/03/2014 8:51,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6051905,19/03/2014 8:51,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6051905,19/03/2014 8:51,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
5927906,5/02/2014 13:26,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.79
6431652,27/07/2014 8:12,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.9
5881812,21/01/2014 10:29,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
5881812,21/01/2014 10:29,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
5881812,21/01/2014 10:29,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
5881812,21/01/2014 10:29,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
5881812,21/01/2014 10:29,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
5881812,21/01/2014 10:29,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
5881812,21/01/2014 10:29,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
5867163,16/01/2014 10:41,DIET020393,HRAMADAN,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.4
6456690,5/08/2014 10:19,DIET020393,BTAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.95
6467620,8/08/2014 8:39,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.84
6896417,12/12/2014 9:39,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.66
7004926,19/01/2015 13:52,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,16.24
6989316,14/01/2015 10:48,DIET020393,LLE,SRM55N,Dietary Fibre (AOAC),PCT_M-M,15.55
7046731,2/02/2015 6:56,DIET020393,MDONAL,SRM55N,Dietary Fibre (AOAC),,
7046731,2/02/2015 6:56,DIET020393,MDONAL,SRM55N,Dietary Fibre - Soluble,,
7046731,2/02/2015 6:56,DIET020393,MDONAL,SRM55N,Dietary Fibre - Insoluble,,
5964756,18/02/2014 9:08,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.92
6045244,17/03/2014 11:25,DIET020393,MBUDIANTO,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.2
6110447,8/04/2014 11:39,DIET020393,BJLEE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,16.64
6184485,5/05/2014 11:02,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6184485,5/05/2014 11:02,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6184485,5/05/2014 11:02,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6184485,5/05/2014 11:02,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6184485,5/05/2014 11:02,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6184485,5/05/2014 11:02,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6184485,5/05/2014 11:02,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6250138,26/05/2014 9:29,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.68
6255184,27/05/2014 14:12,DIET020393,JDSOUZA,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.3
6308257,13/06/2014 15:14,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6308257,13/06/2014 15:14,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6308257,13/06/2014 15:14,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6308257,13/06/2014 15:14,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6347897,26/06/2014 15:25,DIET020393,MHO,SRM55N,Dietary Fibre (AOAC),PCT_M-M,14.91
6349033,27/06/2014 7:32,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.02
6361635,1/07/2014 19:21,DIET020393,HRAMADAN,SRM55N,Dietary Fibre (AOAC),PCT_M-M,14.27
6361637,1/07/2014 19:22,DIET020393,JDSOUZA,SRM55N,Dietary Fibre (AOAC),PCT_M-M,14.89
6373110,5/07/2014 7:33,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6373110,5/07/2014 7:33,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6373110,5/07/2014 7:33,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6373110,5/07/2014 7:33,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6373110,5/07/2014 7:33,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6373110,5/07/2014 7:33,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6373110,5/07/2014 7:33,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6026653,11/03/2014 10:21,DIET020393,FNUNES,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.23
6020801,7/03/2014 14:27,DIET020393,LGONG,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.64
5905253,29/01/2014 11:02,DIET020393,FNUNES,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.79
6385299,10/07/2014 9:23,DIET020393,,SRM5AA,Dietary Fibre (AOAC) [m/m],,
6385299,10/07/2014 9:23,DIET020393,,SRM5AA,Dietary Fibre - Soluble [m/m],,
6385299,10/07/2014 9:23,DIET020393,,SRM5AA,Dietary Fibre - Insoluble [m/m],,
6385299,10/07/2014 9:23,DIET020393,,SRM5AA,Dietary Fibre (AOAC) [m/v],,
6385299,10/07/2014 9:23,DIET020393,,SRM5AA,Dietary Fibre - Soluble [m/v],,
6385299,10/07/2014 9:23,DIET020393,,SRM5AA,Dietary Fibre - Insoluble [m/v],,
6385299,10/07/2014 9:23,DIET020393,,SRM5AA,Dietary Fibre (AOAC) [m/serve],,
5875971,19/01/2014 8:20,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.46
6395295,14/07/2014 13:45,DIET020393,,SRM55N,Dietary Fibre (AOAC) [m/m],,
6594375,16/09/2014 19:11,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6594375,16/09/2014 19:11,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6594375,16/09/2014 19:11,DIET020393,,SRM55N,Dietary Fibre - Soluble,,
6594375,16/09/2014 19:11,DIET020393,,SRM55N,Dietary Fibre - Insoluble,,
6594375,16/09/2014 19:11,DIET020393,,SRM55N,Dietary Fibre (AOAC),,
6395295,14/07/2014 13:45,DIET020393,,SRM55N,Dietary Fibre - Soluble [m/m],,
6395295,14/07/2014 13:45,DIET020393,,SRM55N,Dietary Fibre - Insoluble [m/m],,
6395295,14/07/2014 13:45,DIET020393,,SRM55N,Dietary Fibre (AOAC) [m/v],,
6395295,14/07/2014 13:45,DIET020393,,SRM55N,Dietary Fibre - Soluble [m/v],,
6369732,4/07/2014 8:17,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.31
6308257,13/06/2014 15:14,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6308257,13/06/2014 15:14,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6308257,13/06/2014 15:14,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6222296,16/05/2014 11:28,DIET020393,LLE,SRM55M,Dietary Fibre (AOAC),PCT_M-M,13.67
6100587,4/04/2014 7:54,DIET020393,MDONAL,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.63
6089700,1/04/2014 10:04,DIET020393,KLU,SRM55M,Dietary Fibre (AOAC),PCT_M-M,14.39
6060384,21/03/2014 10:35,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6060384,21/03/2014 10:35,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
6060384,21/03/2014 10:35,DIET020393,,SRM55M,Dietary Fibre - Soluble,,
6060384,21/03/2014 10:35,DIET020393,,SRM55M,Dietary Fibre (AOAC),,
6060384,21/03/2014 10:35,DIET020393,,SRM55M,Dietary Fibre - Insoluble,,
